documentGroup,title,legacyFolder,sourceFileCount,pageCount,date,dateSuffix,isVerbatim,r2Key,needsReview,reviewReason
200915a-200916-200921a-200922a-meditativ-erarbeitete-menschenkunde-1947,200916-200921a-200922a-Meditativ erarbeitete Menschenkunde 1947,legacy/Webpage Uranos/Bücher,1,30,1920-09-15,a,false,seltenes-buecher/200915a-200916-200921a-200922a-meditativ-erarbeitete-menschenkunde-1947.pdf,false,
201007a-201008a-201009a-201009d-physiologisch-therapeutisches-1935,201008a-201009a-201009d-Physiologisch-Therapeutisches 1935,legacy/Webpage Uranos/Bücher,1,32,1920-10-07,a,false,seltenes-buecher/201007a-201008a-201009a-201009d-physiologisch-therapeutisches-1935.pdf,false,
